"no","title","industry","market","publish","delisted"
"1101","台泥","水泥工業","上市","1962/02/09","N"
"1102","亞泥","水泥工業","上市","1962/06/08","N"
"1103","嘉泥","水泥工業","上市","1969/11/14","N"
"1104","環泥","水泥工業","上市","1971/02/01","N"
"1108","幸福","水泥工業","上市","1990/06/06","N"
"1109","信大","水泥工業","上市","1991/12/05","N"
"1110","東泥","水泥工業","上市","1994/10/22","N"
"1201","味全","食品工業","上市","1962/02/09","N"
"1203","味王","食品工業","上市","1964/08/24","N"
"1210","大成","食品工業","上市","1978/05/20","N"
"1213","大飲","食品工業","上市","1981/04/10","N"
"1215","卜蜂","食品工業","上市","1987/07/27","N"
"1216","統一","食品工業","上市","1987/12/28","N"
"1217","愛之味","食品工業","上市","1989/10/28","N"
"1218","泰山","食品工業","上市","1989/11/11","N"
"1219","福壽","食品工業","上市","1990/12/01","N"
"1220","台榮","食品工業","上市","1991/11/20","N"
"1225","福懋油","食品工業","上市","1993/09/27","N"
"1227","佳格","食品工業","上市","1994/04/09","N"
"1229","聯華","食品工業","上市","1976/07/19","N"
"1231","聯華食","食品工業","上市","1995/11/02","N"
"1232","大統益","食品工業","上市","1996/02/09","N"
"1233","天仁","食品工業","上市","1999/01/20","N"
"1234","黑松","食品工業","上市","1999/03/12","N"
"1235","興泰","食品工業","上市","2000/09/11","N"
"1236","宏亞","食品工業","上市","2001/09/17","N"
"1256","鮮活果汁-KY","食品工業","上市","2016/03/17","N"
"1301","台塑","塑膠工業","上市","1964/07/27","N"
"1303","南亞","塑膠工業","上市","1967/11/05","N"
"1304","台聚","塑膠工業","上市","1972/05/20","N"
"1305","華夏","塑膠工業","上市","1973/03/05","N"
"1307","三芳","塑膠工業","上市","1985/11/23","N"
"1308","亞聚","塑膠工業","上市","1986/06/20","N"
"1309","台達化","塑膠工業","上市","1986/06/27","N"
"1310","台苯","塑膠工業","上市","1987/08/06","N"
"1312","國喬","塑膠工業","上市","1988/12/21","N"
"1313","聯成","塑膠工業","上市","1989/03/27","N"
"1314","中石化","塑膠工業","上市","1991/07/12","N"
"1315","達新","塑膠工業","上市","1992/05/09","N"
"1316","上曜","建材營造業","上市","1992/10/15","N"
"1319","東陽","汽車工業","上市","1994/12/12","N"
"1321","大洋","塑膠工業","上市","1999/01/26","N"
"1323","永裕","塑膠工業","上市","2000/09/11","N"
"1324","地球","塑膠工業","上市","2000/09/11","N"
"1325","恆大","塑膠工業","上市","2000/09/11","N"
"1326","台化","塑膠工業","上市","1984/12/20","N"
"1337","再生-KY","塑膠工業","上市","2011/07/01","N"
"1338","廣華-KY","汽車工業","上市","2012/12/19","N"
"1339","昭輝","汽車工業","上市","2012/04/24","N"
"1340","勝悅-KY","塑膠工業","上市","2013/12/06","N"
"1341","富林-KY","塑膠工業","上市","2018/12/24","N"
"1342","八貫","其他業","上市","2020/11/24","N"
"1402","遠東新","紡織纖維","上市","1967/04/14","N"
"1409","新纖","紡織纖維","上市","1973/08/31","N"
"1410","南染","紡織纖維","上市","1973/10/18","N"
"1413","宏洲","紡織纖維","上市","1975/12/23","N"
"1414","東和","紡織纖維","上市","1976/02/02","N"
"1416","廣豐","其他業","上市","1976/04/20","N"
"1417","嘉裕","紡織纖維","上市","1976/12/28","N"
"1418","東華","紡織纖維","上市","1977/02/14","N"
"1419","新紡","紡織纖維","上市","1977/03/14","N"
"1423","利華","紡織纖維","上市","1979/04/02","N"
"1432","大魯閣","貿易百貨業","上市","1982/07/26","N"
"1434","福懋","紡織纖維","上市","1985/12/24","N"
"1435","中福","其他業","上市","1987/12/28","N"
"1436","華友聯","建材營造業","上市","1988/04/11","N"
"1437","勤益控","其他業","上市","1988/11/10","N"
"1438","三地開發","建材營造業","上市","1988/12/15","N"
"1439","中和","紡織纖維","上市","1989/05/22","N"
"1440","南紡","紡織纖維","上市","1989/10/03","N"
"1441","大東","紡織纖維","上市","1989/10/27","N"
"1442","名軒","建材營造業","上市","1989/11/16","N"
"1443","立益","其他業","上市","1990/04/21","N"
"1444","力麗","紡織纖維","上市","1990/08/08","N"
"1445","大宇","紡織纖維","上市","1991/02/05","N"
"1446","宏和","紡織纖維","上市","1991/10/15","N"
"1447","力鵬","紡織纖維","上市","1992/01/28","N"
"1449","佳和","紡織纖維","上市","1992/03/12","N"
"1451","年興","紡織纖維","上市","1992/12/21","N"
"1452","宏益","紡織纖維","上市","1992/12/28","N"
"1453","大將","建材營造業","上市","1993/04/19","N"
"1454","台富","紡織纖維","上市","1993/05/07","N"
"1455","集盛","紡織纖維","上市","1993/10/07","N"
"1456","怡華","建材營造業","上市","1993/12/09","N"
"1457","宜進","紡織纖維","上市","1994/10/20","N"
"1459","聯發","紡織纖維","上市","1994/10/26","N"
"1460","宏遠","紡織纖維","上市","1995/04/28","N"
"1463","強盛","紡織纖維","上市","1996/12/05","N"
"1464","得力","紡織纖維","上市","1997/01/18","N"
"1465","偉全","紡織纖維","上市","1997/09/08","N"
"1466","聚隆","紡織纖維","上市","1998/04/04","N"
"1467","南緯","紡織纖維","上市","1998/12/21","N"
"1468","昶和","紡織纖維","上市","1999/01/21","N"
"1470","大統新創","紡織纖維","上市","1999/05/21","N"
"1471","首利","電子零組件業","上市","2000/03/06","N"
"1472","三洋實業","紡織纖維","上市","2000/09/11","N"
"1473","台南","紡織纖維","上市","2000/09/11","N"
"1474","弘裕","紡織纖維","上市","2000/10/31","N"
"1475","業旺","紡織纖維","上市","2000/10/27","N"
"1476","儒鴻","紡織纖維","上市","2001/04/18","N"
"1477","聚陽","紡織纖維","上市","2003/01/21","N"
"1503","士電","電機機械","上市","1969/12/15","N"
"1504","東元","電機機械","上市","1973/11/05","N"
"1506","正道","電機機械","上市","1980/08/11","N"
"1507","永大","電機機械","上市","1989/11/09","N"
"1512","瑞利","汽車工業","上市","1994/01/28","N"
"1513","中興電","電機機械","上市","1994/03/08","N"
"1514","亞力","電機機械","上市","1994/03/26","N"
"1515","力山","電機機械","上市","1995/02/04","N"
"1516","川飛","其他業","上市","1995/04/01","N"
"1517","利奇","電機機械","上市","1995/11/14","N"
"1519","華城","電機機械","上市","1997/04/16","N"
"1521","大億","汽車工業","上市","1997/10/06","N"
"1522","堤維西","汽車工業","上市","1997/10/06","N"
"1524","耿鼎","汽車工業","上市","1998/10/30","N"
"1525","江申","汽車工業","上市","1999/05/15","N"
"1526","日馳","電機機械","上市","2000/03/27","N"
"1527","鑽全","電機機械","上市","2000/06/21","N"
"1528","恩德","電機機械","上市","2000/09/11","N"
"1529","樂士","電機機械","上市","2000/09/11","N"
"1530","亞崴","電機機械","上市","2000/09/11","N"
"1531","高林股","電機機械","上市","2000/09/11","N"
"1532","勤美","電機機械","上市","2000/09/11","N"
"1533","車王電","汽車工業","上市","2001/04/06","N"
"1535","中宇","電機機械","上市","2001/09/17","N"
"1536","和大","汽車工業","上市","2001/09/17","N"
"1537","廣隆","電機機械","上市","2002/01/22","N"
"1538","正峰","電機機械","上市","2002/08/26","N"
"1539","巨庭","電機機械","上市","2002/10/29","N"
"1540","喬福","電機機械","上市","2002/08/26","N"
"1541","錩泰","電機機械","上市","2003/03/19","N"
"1558","伸興","電機機械","上市","2014/12/23","N"
"1560","中砂","電機機械","上市","2005/01/31","N"
"1568","倉佑","汽車工業","上市","2014/05/14","N"
"1582","信錦","電子零組件業","上市","2009/12/17","N"
"1583","程泰","電機機械","上市","2008/01/24","N"
"1587","吉茂","汽車工業","上市","2018/04/16","N"
"1589","永冠-KY","電機機械","上市","2012/04/27","N"
"1590","亞德客-KY","電機機械","上市","2010/12/13","N"
"1592","英瑞-KY","汽車工業","上市","2014/10/16","N"
"1597","直得","電機機械","上市","2020/12/23","N"
"1598","岱宇","生技醫療業","上市","2016/09/20","N"
"1603","華電","電器電纜","上市","1968/06/03","N"
"1604","聲寶","電器電纜","上市","1970/12/14","N"
"1605","華新","電器電纜","上市","1972/11/03","N"
"1608","華榮","電器電纜","上市","1988/07/11","N"
"1609","大亞","電器電纜","上市","1988/12/12","N"
"1611","中電","電器電纜","上市","1990/01/16","N"
"1612","宏泰","電器電纜","上市","1993/05/08","N"
"1614","三洋電","電器電纜","上市","1997/09/18","N"
"1615","大山","電器電纜","上市","2000/03/30","N"
"1616","億泰","電器電纜","上市","2000/09/11","N"
"1617","榮星","電器電纜","上市","2000/09/11","N"
"1618","合機","電器電纜","上市","2000/09/11","N"
"1626","艾美特-KY","電器電纜","上市","2013/03/21","N"
"1701","中化","生技醫療業","上市","1962/02/09","N"
"1702","南僑","食品工業","上市","1973/05/30","N"
"1707","葡萄王","生技醫療業","上市","1982/12/20","N"
"1708","東鹼","化學工業","上市","1986/06/16","N"
"1709","和益","化學工業","上市","1986/07/03","N"
"1710","東聯","化學工業","上市","1987/10/21","N"
"1711","永光","化學工業","上市","1988/12/27","N"
"1712","興農","化學工業","上市","1989/12/14","N"
"1713","國化","化學工業","上市","1990/01/31","N"
"1714","和桐","化學工業","上市","1991/08/30","N"
"1717","長興","化學工業","上市","1994/03/31","N"
"1718","中纖","化學工業","上市","1963/12/02","N"
"1720","生達","生技醫療業","上市","1995/12/12","N"
"1721","三晃","化學工業","上市","1996/05/16","N"
"1722","台肥","化學工業","上市","1998/03/24","N"
"1723","中碳","化學工業","上市","1998/11/27","N"
"1725","元禎","化學工業","上市","2000/09/11","N"
"1726","永記","化學工業","上市","2000/09/11","N"
"1727","中華化","化學工業","上市","2000/09/11","N"
"1730","花仙子","化學工業","上市","2001/09/17","N"
"1731","美吾華","生技醫療業","上市","2001/09/17","N"
"1732","毛寶","化學工業","上市","2001/09/17","N"
"1733","五鼎","生技醫療業","上市","2001/09/17","N"
"1734","杏輝","生技醫療業","上市","2002/08/26","N"
"1735","日勝化","化學工業","上市","2002/08/26","N"
"1736","喬山","生技醫療業","上市","2003/01/09","N"
"1737","臺鹽","食品工業","上市","2003/11/18","N"
"1760","寶齡富錦","生技醫療業","上市","2018/01/23","N"
"1762","中化生","生技醫療業","上市","2010/12/20","N"
"1773","勝一","化學工業","上市","2009/02/27","N"
"1776","展宇","化學工業","上市","2016/05/09","N"
"1783","和康生","生技醫療業","上市","2013/12/20","N"
"1786","科妍","生技醫療業","上市","2013/11/12","N"
"1789","神隆","生技醫療業","上市","2011/09/29","N"
"1795","美時","生技醫療業","上市","2019/12/16","N"
"1802","台玻","玻璃陶瓷","上市","1973/07/20","N"
"1805","寶徠","建材營造業","上市","1989/10/20","N"
"1806","冠軍","玻璃陶瓷","上市","1992/09/29","N"
"1808","潤隆","建材營造業","上市","1994/10/26","N"
"1809","中釉","玻璃陶瓷","上市","1996/04/30","N"
"1810","和成","玻璃陶瓷","上市","1991/10/14","N"
"1817","凱撒衛","玻璃陶瓷","上市","2013/10/24","N"
"1903","士紙","造紙工業","上市","1963/12/09","N"
"1904","正隆","造紙工業","上市","1971/09/10","N"
"1905","華紙","造紙工業","上市","1975/02/07","N"
"1906","寶隆","造紙工業","上市","1976/04/26","N"
"1907","永豐餘","造紙工業","上市","1977/02/22","N"
"1909","榮成","造紙工業","上市","1985/11/19","N"
"2002","中鋼","鋼鐵工業","上市","1974/12/26","N"
"2006","東和鋼鐵","鋼鐵工業","上市","1988/07/13","N"
"2007","燁興","鋼鐵工業","上市","1988/10/04","N"
"2008","高興昌","鋼鐵工業","上市","1988/12/28","N"
"2009","第一銅","鋼鐵工業","上市","1989/10/20","N"
"2010","春源","鋼鐵工業","上市","1989/12/22","N"
"2012","春雨","鋼鐵工業","上市","1991/10/17","N"
"2013","中鋼構","鋼鐵工業","上市","1992/01/21","N"
"2014","中鴻","鋼鐵工業","上市","1992/02/20","N"
"2015","豐興","鋼鐵工業","上市","1992/05/25","N"
"2017","官田鋼","鋼鐵工業","上市","1992/11/02","N"
"2020","美亞","鋼鐵工業","上市","1993/04/27","N"
"2022","聚亨","鋼鐵工業","上市","1995/03/27","N"
"2023","燁輝","鋼鐵工業","上市","1995/07/28","N"
"2024","志聯","鋼鐵工業","上市","1995/12/30","N"
"2025","千興","鋼鐵工業","上市","1996/02/08","Y"
"2027","大成鋼","鋼鐵工業","上市","1996/10/24","N"
"2028","威致","鋼鐵工業","上市","1996/12/13","N"
"2029","盛餘","鋼鐵工業","上市","1997/01/11","N"
"2030","彰源","鋼鐵工業","上市","1998/12/24","N"
"2031","新光鋼","鋼鐵工業","上市","2000/09/11","N"
"2032","新鋼","鋼鐵工業","上市","2000/09/11","N"
"2033","佳大","鋼鐵工業","上市","2000/09/11","N"
"2034","允強","鋼鐵工業","上市","2001/09/17","N"
"2038","海光","鋼鐵工業","上市","2008/12/30","N"
"2049","上銀","電機機械","上市","2009/06/26","N"
"2059","川湖","電子零組件業","上市","2008/06/25","N"
"2062","橋椿","其他業","上市","2007/11/16","N"
"2069","運錩","鋼鐵工業","上市","2016/03/22","N"
"2101","南港","橡膠工業","上市","1963/11/01","N"
"2102","泰豐","橡膠工業","上市","1979/07/16","N"
"2103","台橡","橡膠工業","上市","1982/09/25","N"
"2104","國際中橡","橡膠工業","上市","1986/07/15","N"
"2105","正新","橡膠工業","上市","1987/12/07","N"
"2106","建大","橡膠工業","上市","1990/12/20","N"
"2107","厚生","橡膠工業","上市","1992/03/03","N"
"2108","南帝","橡膠工業","上市","1992/10/27","N"
"2109","華豐","橡膠工業","上市","2000/05/08","N"
"2114","鑫永銓","橡膠工業","上市","2010/12/29","N"
"2115","六暉-KY","汽車工業","上市","2013/12/25","N"
"2201","裕隆","汽車工業","上市","1976/07/08","N"
"2204","中華","汽車工業","上市","1991/03/12","N"
"2206","三陽工業","汽車工業","上市","1996/07/29","N"
"2207","和泰車","汽車工業","上市","1997/02/25","N"
"2208","台船","航運業","上市","2008/12/22","N"
"2211","長榮鋼","鋼鐵工業","上市","2021/04/12","N"
"2227","裕日車","汽車工業","上市","2004/12/21","N"
"2228","劍麟","汽車工業","上市","2013/11/25","N"
"2231","為升","汽車工業","上市","2010/11/19","N"
"2233","宇隆","汽車工業","上市","2019/09/17","N"
"2236","百達-KY","汽車工業","上市","2015/06/03","N"
"2239","英利-KY","汽車工業","上市","2016/01/27","N"
"2241","艾姆勒","汽車工業","上市","2020/08/26","N"
"2243","宏旭-KY","汽車工業","上市","2017/09/27","N"
"2247","汎德永業","汽車工業","上市","2020/10/12","N"
"2250","IKKA-KY","汽車工業","上市","2021/05/31","Y"
"2301","光寶科","電腦及週邊設備業","上市","1995/11/17","N"
"2302","麗正","半導體業","上市","1985/01/15","N"
"2303","聯電","半導體業","上市","1985/07/16","N"
"2305","全友","電腦及週邊設備業","上市","1988/10/21","N"
"2308","台達電","電子零組件業","上市","1988/12/19","N"
"2312","金寶","其他電子業","上市","1989/11/07","N"
"2313","華通","電子零組件業","上市","1990/07/24","N"
"2314","台揚","通信網路業","上市","1990/08/08","N"
"2316","楠梓電","電子零組件業","上市","1991/02/05","N"
"2317","鴻海","其他電子業","上市","1991/06/18","N"
"2321","東訊","通信網路業","上市","1991/11/08","N"
"2323","中環","光電業","上市","1992/02/17","N"
"2324","仁寶","電腦及週邊設備業","上市","1992/02/18","N"
"2327","國巨","電子零組件業","上市","1993/10/22","N"
"2328","廣宇","電子零組件業","上市","1993/11/09","N"
"2329","華泰","半導體業","上市","1994/04/20","N"
"2330","台積電","半導體業","上市","1994/09/05","N"
"2331","精英","電腦及週邊設備業","上市","1994/09/21","N"
"2332","友訊","通信網路業","上市","1994/10/17","N"
"2337","旺宏","半導體業","上市","1995/03/15","N"
"2338","光罩","半導體業","上市","1995/04/17","N"
"2340","光磊","光電業","上市","1995/05/02","N"
"2342","茂矽","半導體業","上市","1995/09/19","N"
"2344","華邦電","半導體業","上市","1995/10/18","N"
"2345","智邦","通信網路業","上市","1995/11/15","N"
"2347","聯強","電子通路業","上市","1995/12/13","N"
"2348","海悅","其他業","上市","1996/01/05","N"
"2349","錸德","光電業","上市","1996/04/23","N"
"2351","順德","半導體業","上市","1996/04/25","N"
"2352","佳世達","電腦及週邊設備業","上市","1996/07/22","N"
"2353","宏碁","電腦及週邊設備業","上市","1996/09/18","N"
"2354","鴻準","其他電子業","上市","1996/10/08","N"
"2355","敬鵬","電子零組件業","上市","1996/10/14","N"
"2356","英業達","電腦及週邊設備業","上市","1996/11/13","N"
"2357","華碩","電腦及週邊設備業","上市","1996/11/14","N"
"2358","廷鑫","其他業","上市","1996/12/18","N"
"2359","所羅門","其他電子業","上市","1996/12/19","N"
"2360","致茂","其他電子業","上市","1996/12/21","N"
"2362","藍天","電腦及週邊設備業","上市","1997/04/02","N"
"2363","矽統","半導體業","上市","1997/08/01","N"
"2364","倫飛","電腦及週邊設備業","上市","1997/08/11","N"
"2365","昆盈","電腦及週邊設備業","上市","1997/11/03","N"
"2367","燿華","電子零組件業","上市","1997/12/13","N"
"2368","金像電","電子零組件業","上市","1998/03/09","N"
"2369","菱生","半導體業","上市","1998/04/10","N"
"2371","大同","電機機械","上市","1962/02/09","N"
"2373","震旦行","其他電子業","上市","1991/08/01","N"
"2374","佳能","光電業","上市","1995/01/16","N"
"2375","凱美","電子零組件業","上市","1998/08/29","N"
"2376","技嘉","電腦及週邊設備業","上市","1998/09/24","N"
"2377","微星","電腦及週邊設備業","上市","1998/10/31","N"
"2379","瑞昱","半導體業","上市","1998/10/26","N"
"2380","虹光","電腦及週邊設備業","上市","1998/12/03","N"
"2382","廣達","電腦及週邊設備業","上市","1999/01/08","N"
"2383","台光電","電子零組件業","上市","1998/11/27","N"
"2385","群光","電子零組件業","上市","1999/01/05","N"
"2387","精元","電腦及週邊設備業","上市","1999/01/25","N"
"2388","威盛","半導體業","上市","1999/03/05","N"
"2390","云辰","其他電子業","上市","1999/06/15","N"
"2392","正崴","電子零組件業","上市","1999/09/20","N"
"2393","億光","光電業","上市","1999/11/04","N"
"2395","研華","電腦及週邊設備業","上市","1999/12/13","N"
"2397","友通","電腦及週邊設備業","上市","2000/01/15","N"
"2399","映泰","電腦及週邊設備業","上市","1999/12/16","N"
"2401","凌陽","半導體業","上市","2000/01/27","N"
"2402","毅嘉","電子零組件業","上市","2000/01/14","N"
"2404","漢唐","其他電子業","上市","2000/03/14","N"
"2405","浩鑫","電腦及週邊設備業","上市","2000/03/17","N"
"2406","國碩","光電業","上市","2000/04/29","N"
"2408","南亞科","半導體業","上市","2000/08/17","N"
"2409","友達","光電業","上市","2000/09/08","N"
"2412","中華電","通信網路業","上市","2000/10/27","N"
"2413","環科","電子零組件業","上市","2000/09/11","N"
"2414","精技","電子通路業","上市","2000/09/11","N"
"2415","錩新","電子零組件業","上市","2000/09/11","N"
"2417","圓剛","電腦及週邊設備業","上市","2000/09/11","N"
"2419","仲琦","通信網路業","上市","2000/09/11","N"
"2420","新巨","電子零組件業","上市","2000/09/11","N"
"2421","建準","電子零組件業","上市","2000/09/11","N"
"2423","固緯","其他電子業","上市","2000/09/11","N"
"2424","隴華","電腦及週邊設備業","上市","2000/09/11","N"
"2425","承啟","電腦及週邊設備業","上市","2000/09/11","N"
"2426","鼎元","光電業","上市","2000/09/11","N"
"2427","三商電","資訊服務業","上市","2000/09/11","N"
"2428","興勤","電子零組件業","上市","2000/09/11","N"
"2429","銘旺科","光電業","上市","2000/09/11","N"
"2430","燦坤","電子通路業","上市","2000/09/11","N"
"2431","聯昌","電子零組件業","上市","2000/09/11","N"
"2433","互盛電","其他電子業","上市","2000/09/11","N"
"2434","統懋","半導體業","上市","2000/09/11","N"
"2436","偉詮電","半導體業","上市","2000/09/11","N"
"2438","翔耀","光電業","上市","2000/09/11","N"
"2439","美律","通信網路業","上市","2000/09/11","N"
"2440","太空梭","電子零組件業","上市","2000/11/10","N"
"2441","超豐","半導體業","上市","2000/10/26","N"
"2442","新美齊","電腦及週邊設備業","上市","2000/11/22","N"
"2443","億麗","其他業","上市","2001/01/03","N"
"2444","兆勁","通信網路業","上市","2000/12/08","N"
"2449","京元電子","半導體業","上市","2001/05/09","N"
"2450","神腦","通信網路業","上市","2001/05/24","N"
"2451","創見","半導體業","上市","2001/05/03","N"
"2453","凌群","資訊服務業","上市","2001/05/22","N"
"2454","聯發科","半導體業","上市","2001/07/23","N"
"2455","全新","通信網路業","上市","2002/01/24","N"
"2456","奇力新","電子零組件業","上市","2001/09/26","N"
"2457","飛宏","電子零組件業","上市","2001/09/17","N"
"2458","義隆","半導體業","上市","2001/09/17","N"
"2459","敦吉","其他電子業","上市","2001/09/17","N"
"2460","建通","電子零組件業","上市","2001/09/17","N"
"2461","光群雷","其他電子業","上市","2001/09/17","N"
"2462","良得電","電子零組件業","上市","2001/09/17","N"
"2464","盟立","其他電子業","上市","2001/09/17","N"
"2465","麗臺","電腦及週邊設備業","上市","2001/09/19","N"
"2466","冠西電","光電業","上市","2001/09/17","N"
"2467","志聖","電子零組件業","上市","2001/09/17","N"
"2468","華經","資訊服務業","上市","2001/09/17","N"
"2471","資通","資訊服務業","上市","2001/09/17","N"
"2472","立隆電","電子零組件業","上市","2001/09/17","N"
"2474","可成","其他電子業","上市","2001/09/17","N"
"2476","鉅祥","電子零組件業","上市","2001/09/17","N"
"2477","美隆電","其他電子業","上市","2001/09/17","N"
"2478","大毅","電子零組件業","上市","2001/09/17","N"
"2480","敦陽科","資訊服務業","上市","2001/09/17","N"
"2481","強茂","半導體業","上市","2001/09/17","N"
"2482","連宇","其他電子業","上市","2001/09/17","N"
"2483","百容","電子零組件業","上市","2001/09/17","N"
"2484","希華","電子零組件業","上市","2001/09/17","N"
"2485","兆赫","通信網路業","上市","2001/09/17","N"
"2486","一詮","光電業","上市","2001/09/19","N"
"2488","漢平","其他電子業","上市","2001/09/17","N"
"2489","瑞軒","光電業","上市","2001/09/17","N"
"2491","吉祥全","光電業","上市","2001/09/17","N"
"2492","華新科","電子零組件業","上市","2001/09/17","N"
"2493","揚博","電子零組件業","上市","2002/01/23","N"
"2495","普安","其他電子業","上市","2002/03/25","N"
"2496","卓越","其他業","上市","2002/03/08","N"
"2497","怡利電","汽車工業","上市","2002/02/04","N"
"2498","宏達電","通信網路業","上市","2002/03/26","N"
"2501","國建","建材營造業","上市","1967/10/28","N"
"2504","國產","建材營造業","上市","1978/03/14","N"
"2505","國揚","建材營造業","上市","1979/11/14","N"
"2506","太設","建材營造業","上市","1980/02/02","N"
"2509","全坤建","建材營造業","上市","1988/05/20","N"
"2511","太子","建材營造業","上市","1991/04/24","N"
"2514","龍邦","其他業","上市","1992/09/26","N"
"2515","中工","建材營造業","上市","1993/03/02","N"
"2516","新建","建材營造業","上市","1993/05/25","N"
"2520","冠德","建材營造業","上市","1993/10/27","N"
"2524","京城","建材營造業","上市","1994/10/18","N"
"2527","宏璟","建材營造業","上市","1995/03/06","N"
"2528","皇普","建材營造業","上市","1995/03/10","N"
"2530","華建","建材營造業","上市","1995/10/12","N"
"2534","宏盛","建材營造業","上市","1996/02/12","N"
"2535","達欣工","建材營造業","上市","1996/03/11","N"
"2536","宏普","建材營造業","上市","1996/03/14","N"
"2537","聯上發","建材營造業","上市","1996/09/06","N"
"2538","基泰","建材營造業","上市","1996/11/01","N"
"2539","櫻花建","建材營造業","上市","1997/07/16","N"
"2540","愛山林","建材營造業","上市","1989/12/26","N"
"2542","興富發","建材營造業","上市","1999/05/03","N"
"2543","皇昌","建材營造業","上市","1999/10/15","N"
"2545","皇翔","建材營造業","上市","2000/09/11","N"
"2546","根基","建材營造業","上市","2000/09/11","N"
"2547","日勝生","建材營造業","上市","2000/12/22","N"
"2548","華固","建材營造業","上市","2002/08/26","N"
"2597","潤弘","建材營造業","上市","2010/03/26","N"
"2601","益航","貿易百貨業","上市","1965/11/04","N"
"2603","長榮","航運業","上市","1987/09/21","N"
"2605","新興","航運業","上市","1989/12/08","N"
"2606","裕民","航運業","上市","1990/12/08","N"
"2607","榮運","航運業","上市","1990/12/14","N"
"2608","嘉里大榮","航運業","上市","1990/12/20","N"
"2609","陽明","航運業","上市","1992/04/20","N"
"2610","華航","航運業","上市","1993/02/26","N"
"2611","志信","航運業","上市","1993/10/28","N"
"2612","中航","航運業","上市","1994/10/20","N"
"2613","中櫃","航運業","上市","1995/01/20","N"
"2614","東森","其他業","上市","1995/09/23","N"
"2615","萬海","航運業","上市","1996/05/16","N"
"2616","山隆","油電燃氣業","上市","1997/11/08","N"
"2617","台航","航運業","上市","1998/06/24","N"
"2618","長榮航","航運業","上市","2001/09/17","N"
"2630","亞航","航運業","上市","2018/02/22","N"
"2633","台灣高鐵","航運業","上市","2016/10/27","N"
"2634","漢翔","航運業","上市","2014/08/25","N"
"2636","台驊投控","航運業","上市","2016/12/22","N"
"2637","慧洋-KY","航運業","上市","2010/12/01","N"
"2642","宅配通","航運業","上市","2013/12/12","N"
"2701","萬企","觀光事業","上市","1965/03/22","N"
"2702","華園","觀光事業","上市","1965/02/14","N"
"2704","國賓","觀光事業","上市","1982/11/10","N"
"2705","六福","觀光事業","上市","1988/12/24","N"
"2706","第一店","觀光事業","上市","1991/06/25","N"
"2707","晶華","觀光事業","上市","1998/03/09","N"
"2712","遠雄來","觀光事業","上市","2013/12/03","N"
"2722","夏都","觀光事業","上市","2012/03/14","N"
"2723","美食-KY","觀光事業","上市","2010/11/22","N"
"2727","王品","觀光事業","上市","2012/03/06","N"
"2731","雄獅","觀光事業","上市","2013/09/24","N"
"2739","寒舍","觀光事業","上市","2016/05/19","N"
"2748","雲品","觀光事業","上市","2016/11/23","N"
"2753","八方雲集","觀光事業","上市","2021/09/09","N"
"2801","彰銀","金融保險業","上市","1962/02/15","N"
"2809","京城銀","金融保險業","上市","1983/07/20","N"
"2812","台中銀","金融保險業","上市","1984/05/15","N"
"2816","旺旺保","金融保險業","上市","1992/05/05","N"
"2820","華票","金融保險業","上市","1994/10/26","N"
"2823","中壽","金融保險業","上市","1995/02/08","N"
"2832","台產","金融保險業","上市","1997/09/30","N"
"2834","臺企銀","金融保險業","上市","1998/01/03","N"
"2836","高雄銀","金融保險業","上市","1998/05/18","N"
"2838","聯邦銀","金融保險業","上市","1998/06/29","N"
"2841","台開","建材營造業","上市","1999/01/08","N"
"2845","遠東銀","金融保險業","上市","1998/11/27","N"
"2849","安泰銀","金融保險業","上市","1999/09/27","N"
"2850","新產","金融保險業","上市","2000/05/22","N"
"2851","中再保","金融保險業","上市","2000/07/06","N"
"2852","第一保","金融保險業","上市","2000/11/28","N"
"2855","統一證","金融保險業","上市","2002/09/16","N"
"2867","三商壽","金融保險業","上市","2012/12/18","N"
"2880","華南金","金融保險業","上市","2001/12/19","N"
"2881","富邦金","金融保險業","上市","2001/12/19","N"
"2882","國泰金","金融保險業","上市","2001/12/31","N"
"2883","開發金","金融保險業","上市","2001/12/28","N"
"2884","玉山金","金融保險業","上市","2002/01/28","N"
"2885","元大金","金融保險業","上市","2002/02/04","N"
"2886","兆豐金","金融保險業","上市","2002/02/04","N"
"2887","台新金","金融保險業","上市","2002/02/18","N"
"2888","新光金","金融保險業","上市","2002/02/19","N"
"2889","國票金","金融保險業","上市","2002/03/26","N"
"2890","永豐金","金融保險業","上市","2002/05/09","N"
"2891","中信金","金融保險業","上市","2002/05/17","N"
"2892","第一金","金融保險業","上市","2003/01/02","N"
"2897","王道銀行","金融保險業","上市","2017/05/05","N"
"2901","欣欣","貿易百貨業","上市","1976/05/07","N"
"2903","遠百","貿易百貨業","上市","1978/10/11","N"
"2904","匯僑","其他業","上市","1983/01/05","N"
"2905","三商","貿易百貨業","上市","1988/09/19","N"
"2906","高林","貿易百貨業","上市","1989/12/26","N"
"2908","特力","貿易百貨業","上市","1993/02/18","N"
"2910","統領","貿易百貨業","上市","1996/12/30","N"
"2911","麗嬰房","貿易百貨業","上市","1997/01/18","N"
"2912","統一超","貿易百貨業","上市","1997/08/22","N"
"2913","農林","貿易百貨業","上市","1962/02/09","N"
"2915","潤泰全","貿易百貨業","上市","1977/07/20","N"
